id,customer_id,campaign_id,paid_at_date_id,paid_at_time,amount,currency,payment_method,payment_status,transaction_id
360,216,9.0,243,08:05:25,43027.4,ARS,gift_card,captured,TX-200360
361,101,9.0,241,20:12:32,926527.55,ARS,debit_card,captured,TX-200361
362,151,8.0,179,02:13:46,16842.13,ARS,mercado_pago,captured,TX-200362
363,151,8.0,179,03:53:46,9620.54,ARS,bank_transfer,captured,TX-200363
364,125,7.0,,,128174.91,ARS,gift_card,authorized,TX-200364
365,169,9.0,222,20:29:56,601830.61,ARS,bank_transfer,captured,TX-200365
366,172,9.0,155,03:19:25,83073.01,ARS,mercado_pago,captured,TX-200366
367,172,9.0,155,03:32:25,168326.44,ARS,bank_transfer,captured,TX-200367
368,197,3.0,227,09:46:12,307818.05,ARS,mercado_pago,captured,TX-200368
369,197,3.0,227,13:56:12,344615.02,ARS,debit_card,captured,TX-200369
370,40,1.0,154,04:43:18,31400.18,ARS,gift_card,captured,TX-200370
371,40,1.0,154,09:09:18,20381.12,ARS,bank_transfer,captured,TX-200371
372,134,4.0,233,02:47:36,256161.18,ARS,bank_transfer,captured,TX-200372
373,49,,157,08:33:49,439050.53,ARS,credit_card,captured,TX-200373
374,154,,165,21:37:09,268339.36,ARS,gift_card,captured,TX-200374
375,240,,238,16:49:59,7236.59,ARS,credit_card,captured,TX-200375
376,240,,238,17:29:59,9464.27,ARS,debit_card,captured,TX-200376
377,121,4.0,169,07:09:59,282124.8,ARS,debit_card,captured,TX-200377
378,49,,225,12:42:44,75638.43,ARS,debit_card,captured,TX-200378
379,97,9.0,179,07:07:17,596690.23,ARS,mercado_pago,captured,TX-200379
380,117,7.0,181,21:21:36,281602.96,ARS,debit_card,captured,TX-200380
381,246,1.0,168,17:34:36,330216.16,ARS,credit_card,captured,TX-200381
382,203,5.0,,,200272.66,ARS,gift_card,authorized,TX-200382
383,240,7.0,224,17:58:54,31505.19,ARS,debit_card,captured,TX-200383
384,240,7.0,224,19:34:54,18588.48,ARS,credit_card,captured,TX-200384
385,2,,221,17:22:30,529370.86,ARS,gift_card,captured,TX-200385
386,85,11.0,230,05:24:01,133258.02,ARS,credit_card,captured,TX-200386
387,120,2.0,169,01:36:57,210717.7,ARS,credit_card,captured,TX-200387
388,21,9.0,239,21:03:36,197047.83,ARS,gift_card,captured,TX-200388
389,193,7.0,163,05:52:15,197804.43,ARS,mercado_pago,captured,TX-200389
390,193,7.0,163,08:37:15,116299.09,ARS,credit_card,captured,TX-200390
391,120,1.0,,,177802.99,ARS,credit_card,authorized,TX-200391
392,59,9.0,158,20:19:59,955582.24,ARS,debit_card,captured,TX-200392
393,159,7.0,157,01:44:01,309019.6,ARS,gift_card,captured,TX-200393
394,17,4.0,232,07:44:46,297078.42,ARS,debit_card,captured,TX-200394
395,17,4.0,232,12:19:46,158718.21,ARS,mercado_pago,captured,TX-200395
396,95,7.0,177,15:41:53,359560.44,ARS,mercado_pago,captured,TX-200396
397,53,6.0,197,20:04:31,884216.96,ARS,bank_transfer,captured,TX-200397
398,13,,165,03:58:09,87669.63,ARS,credit_card,captured,TX-200398
399,13,,165,04:45:09,101821.27,ARS,gift_card,captured,TX-200399
