id,product_id,customer_id,campaign_id,line_number,quantity,unit_price,discount_amount,tax_amount
526,51,243,1,1,2,131464.18,18404.99,51349.91
527,39,243,1,2,2,50845.69,2033.83,20928.09
528,46,192,5,1,1,86331.5,6043.21,16860.54
529,68,192,5,2,3,125432.53,26340.83,73490.92
530,126,169,,1,3,95372.61,20028.25,55878.81
531,92,169,,2,3,105309.14,22114.92,61700.63
532,76,169,,3,1,17172.38,343.45,3534.08
533,29,169,,4,2,121085.91,16952.03,47296.16
534,114,198,7,1,2,12859.59,1800.34,5022.96
535,67,198,7,2,1,71186.96,3559.35,14201.8
536,125,198,7,3,3,109754.35,6585.26,67762.34
537,87,198,7,4,3,68158.3,0.0,42939.73
538,34,200,1,1,3,32535.19,9760.56,18447.45
539,6,200,1,2,3,16426.03,0.0,10348.4
540,98,200,1,3,1,131544.36,15785.32,24309.4
541,78,129,11,1,1,126062.08,2521.24,25943.58
542,64,129,11,2,1,71035.34,3551.77,14171.55
543,32,129,11,3,2,130374.31,31289.83,48186.34
544,105,68,11,1,3,119235.06,17885.26,71362.18
545,124,68,11,2,2,144899.54,34775.89,53554.87
546,58,244,9,1,3,78532.76,0.0,49475.64
547,102,244,9,2,1,142400.58,9968.04,27810.83
548,95,244,9,3,2,112097.67,22419.53,42372.92
549,28,244,9,4,3,72718.58,10907.79,43522.07
550,81,69,5,1,3,72429.93,4345.8,44718.24
551,83,69,5,2,2,141513.24,33963.18,52303.29
552,124,69,5,3,3,144899.54,43469.86,82158.04
553,21,69,5,4,1,17419.75,1219.38,3402.08
554,37,70,7,1,2,94810.32,18962.06,35838.3
555,53,70,7,2,3,55916.19,20129.83,30999.94
556,41,25,,1,1,68536.76,3426.84,13673.08
557,144,25,,2,1,98909.6,4945.48,19732.47
558,4,25,,3,1,54336.32,2716.82,10840.1
559,73,25,,4,2,5854.93,1170.99,2213.16
560,72,169,,1,1,14028.53,701.43,2798.69
561,145,169,,2,1,11575.29,231.51,2382.19
562,44,155,,1,1,41412.58,828.25,8522.71
563,56,155,,2,1,11436.05,1143.61,2161.41
564,129,36,11,1,1,29122.89,582.46,5993.49
565,144,36,11,2,2,98909.6,13847.34,38634.09
566,99,36,11,3,3,41609.37,8737.97,24378.93
567,55,222,8,1,3,110639.03,33191.71,62732.33
568,49,222,8,2,2,146549.87,14654.99,58473.4
569,46,222,8,3,3,86331.5,0.0,54388.85
570,51,222,8,4,2,131464.18,13146.42,52454.21
571,46,192,,1,1,86331.5,0.0,18129.61
572,108,192,,2,1,16664.07,0.0,3499.45
573,44,72,5,1,3,41412.58,14908.53,22959.13
574,94,72,5,2,3,22495.1,0.0,14171.91
575,104,72,5,3,2,9732.78,2335.87,3597.24
576,6,236,,1,1,16426.03,0.0,3449.47
577,56,236,,2,3,11436.05,1715.41,6844.48
578,118,236,,3,1,126034.97,15124.2,23291.26
579,145,14,,1,2,11575.29,1620.54,4521.31
580,58,14,,2,1,78532.76,3926.64,15667.29
581,120,180,8,1,2,140466.02,0.0,58995.73
582,30,180,8,2,3,31605.77,11378.08,17522.24
583,92,96,11,1,1,105309.14,2106.18,21672.62
584,110,249,5,1,2,73222.62,14644.52,27678.15
585,103,249,5,2,3,30202.96,0.0,19027.86
586,42,249,5,3,3,141144.85,8468.69,87142.83
587,77,249,5,4,3,35690.74,12848.67,19786.95
588,121,41,7,1,3,130462.79,27397.19,76438.15
589,119,41,7,2,3,138670.88,8320.25,85615.4
590,137,103,7,1,1,97309.59,4865.48,19413.26
591,126,103,7,2,3,95372.61,34334.14,52874.57
592,7,103,7,3,1,11644.54,1164.45,2200.82
593,46,103,7,4,1,86331.5,4316.57,17223.13
594,104,133,1,1,1,9732.78,194.66,2003.01
595,87,195,11,1,3,68158.3,20447.49,38645.76
596,64,153,,1,1,71035.34,0.0,14917.42
597,137,153,,2,1,97309.59,1946.19,20026.31
598,38,153,,3,3,102110.27,21443.16,59826.41
599,111,153,,4,2,73151.51,7315.15,29187.45
600,26,118,1,1,2,102001.78,20400.36,38556.67
601,21,118,1,2,2,17419.75,4180.74,6438.34
602,147,66,,1,2,99963.68,9996.37,39885.51
603,132,66,,2,3,38667.32,2320.04,23873.2
604,118,58,2,1,3,126034.97,26467.34,73843.89
605,85,58,2,2,3,78364.31,16456.51,45913.65
606,122,58,2,3,3,140263.58,0.0,88366.06
607,91,173,10,1,3,98655.92,20717.74,57802.5
608,107,173,10,2,1,68677.25,3433.86,13701.11
609,56,34,10,1,1,11436.05,0.0,2401.57
610,147,34,10,2,2,99963.68,3998.55,41145.05
611,41,34,10,3,3,68536.76,14392.72,40155.69
612,141,34,10,4,2,72908.05,7290.81,29090.31
613,99,1,,1,3,41609.37,14979.37,23068.23
614,62,131,6,1,1,46149.03,3230.43,9012.91
615,52,131,6,2,2,37323.91,1492.96,15362.52
616,76,131,6,3,1,17172.38,0.0,3606.2
617,137,19,,1,3,97309.59,0.0,61305.04
618,110,213,3,1,1,73222.62,0.0,15376.75
619,38,213,3,2,2,102110.27,20422.05,38597.68
620,29,213,3,3,3,121085.91,7265.15,74758.44
621,94,213,3,4,2,22495.1,5398.82,8314.19
622,114,118,10,1,2,12859.59,1800.34,5022.96
623,67,118,10,2,3,71186.96,10678.04,42605.4
624,10,118,10,3,1,148480.89,2969.62,30557.37
625,123,38,2,1,3,11328.86,679.73,6994.44
626,89,38,2,2,3,31366.78,1882.01,19365.85
627,129,38,2,3,2,29122.89,5824.58,11008.45
628,96,38,2,4,2,47955.74,6713.8,18731.51
629,39,243,,1,2,50845.69,10169.14,19219.67
630,31,243,,2,3,145504.46,8730.27,89834.45
631,26,230,,1,2,102001.78,20400.36,38556.67
632,18,230,,2,2,131225.19,26245.04,49603.12
633,137,230,,3,3,97309.59,29192.88,55174.54
634,21,230,,4,1,17419.75,1219.38,3402.08
635,123,138,2,1,1,11328.86,793.02,2212.53
636,22,138,2,2,2,142293.06,5691.72,58567.82
637,117,149,10,1,1,71909.94,3595.5,14346.03
638,105,149,10,2,3,119235.06,17885.26,71362.18
639,50,173,8,1,1,121324.1,2426.48,24968.5
640,55,173,8,2,2,110639.03,22127.81,41821.55
641,41,147,,1,3,68536.76,24673.23,37996.78
642,41,147,,2,2,68536.76,13707.35,25906.9
643,81,121,7,1,2,72429.93,7242.99,28899.54
644,109,121,7,2,3,38194.04,8020.75,22377.89
645,107,121,7,3,1,68677.25,4807.41,13412.67
646,96,5,5,1,1,47955.74,2397.79,9567.17
647,110,5,5,2,2,73222.62,7322.26,29215.83
648,143,5,5,3,3,124250.51,44730.18,68884.48
649,12,63,,1,3,100038.61,21008.11,58612.62
650,125,63,,2,1,109754.35,5487.72,21895.99
651,97,63,,3,1,11599.78,0.0,2435.95
652,15,63,,4,3,27161.99,4074.3,16256.45
653,77,226,,1,3,35690.74,2141.44,22035.46
654,144,226,,2,1,98909.6,6923.67,19317.04
655,93,210,,1,2,149511.56,35882.77,55259.47
656,55,210,,2,1,110639.03,5531.95,22072.49
657,120,210,,3,1,140466.02,9832.62,27433.01
658,143,73,8,1,1,124250.51,12425.05,23483.35
659,58,148,8,1,2,78532.76,10994.59,30674.9
660,49,168,5,1,1,146549.87,2931.0,30159.96
661,79,168,5,2,1,99270.89,0.0,20846.89
662,51,223,4,1,1,131464.18,9202.49,25674.95
663,32,223,4,2,1,130374.31,2607.49,26831.03
664,130,223,4,3,3,56977.18,20511.78,31588.15
665,133,223,4,4,1,103253.58,2065.07,21249.59
666,2,93,,1,2,9608.49,1345.19,3753.08
667,71,59,,1,3,105622.72,38024.18,58557.24
668,96,202,5,1,2,47955.74,9591.15,18127.27
669,83,202,5,2,1,141513.24,0.0,29717.78
670,85,202,5,3,1,78364.31,5485.5,15304.55
671,9,202,5,4,3,93324.0,5599.44,57618.24
672,24,135,6,1,2,40946.31,0.0,17197.45
673,29,135,6,2,2,121085.91,16952.03,47296.16
674,139,80,,1,2,113384.73,22676.95,42859.43
675,25,80,,2,2,15294.0,2141.16,5973.84
676,147,80,,3,1,99963.68,1999.27,20572.53
677,13,109,,1,1,113023.4,2260.47,23260.22
678,4,109,,2,1,54336.32,6520.36,10041.35
679,9,109,,3,1,93324.0,1866.48,19206.08
680,102,109,,4,2,142400.58,0.0,59808.24
681,110,172,,1,3,73222.62,0.0,46130.25
682,140,172,,2,1,42260.66,0.0,8874.74
683,59,172,,3,2,65964.72,0.0,27705.18
684,137,200,,1,2,97309.59,19461.92,36783.03
685,77,249,,1,1,35690.74,0.0,7495.06
686,65,249,,2,3,62949.67,18884.9,35692.46
687,3,32,4,1,3,36963.89,0.0,23287.25
688,134,32,4,2,2,71241.19,14248.24,26929.17
689,27,32,4,3,3,122087.06,36626.12,69223.36
690,98,157,,1,2,131544.36,0.0,55248.63
691,62,58,,1,3,46149.03,9691.3,27038.72
692,111,58,,2,2,73151.51,0.0,30723.63
693,27,58,,3,2,122087.06,29300.89,45123.38
694,125,108,9,1,1,109754.35,10975.44,20743.57
695,11,200,11,1,3,124161.38,0.0,78221.67
696,26,200,11,2,3,102001.78,0.0,64261.12
697,31,200,11,3,1,145504.46,7275.22,29028.14
698,149,200,11,4,3,62730.25,22582.89,34777.65
699,64,117,9,1,2,71035.34,9944.95,27746.4
700,13,117,9,2,2,113023.4,15823.28,44146.94
701,68,117,9,3,1,125432.53,2508.65,25814.01
702,138,200,5,1,3,119348.52,7160.91,73685.78
703,82,200,5,2,2,144884.51,0.0,60851.49
704,24,200,5,3,3,40946.31,8598.73,23990.44
705,68,20,,1,1,125432.53,15051.9,23179.93
706,88,20,,2,3,113819.06,17072.86,68120.71
707,102,20,,3,1,142400.58,9968.04,27810.83
708,27,20,,4,3,122087.06,18313.06,73069.11
709,127,212,1,1,1,131495.54,15779.46,24300.38
710,107,76,,1,3,68677.25,20603.18,38940.0
711,146,76,,2,1,70778.34,4954.48,13823.01
712,48,76,,3,3,118116.86,35435.06,66972.26
713,103,76,,4,3,30202.96,9060.89,17125.08
714,94,204,9,1,1,22495.1,1124.75,4487.77
715,139,204,9,2,2,113384.73,0.0,47621.59
716,35,204,9,3,2,13288.96,3189.35,4911.6
717,89,245,,1,2,31366.78,7528.03,11593.16
718,102,243,,1,1,142400.58,17088.07,26315.63
719,116,243,,2,2,107918.51,21583.7,40793.2
720,104,167,10,1,3,9732.78,3503.8,5395.85
721,136,143,2,1,1,137039.46,0.0,28778.29
722,90,10,,1,3,79910.95,4794.66,49337.02
723,140,26,1,1,3,42260.66,2535.64,26091.73
724,73,26,1,2,2,5854.93,234.2,2409.89
725,115,26,1,3,1,43723.15,2186.16,8722.77
726,110,26,1,4,2,73222.62,10251.17,28600.76
727,112,13,9,1,3,101074.61,30322.38,57309.3
728,53,26,12,1,2,55916.19,2236.65,23015.1
729,49,105,,1,2,146549.87,14654.99,58473.4
730,3,105,,2,3,36963.89,13307.0,20492.78
731,102,105,,3,1,142400.58,17088.07,26315.63
732,123,217,10,1,1,11328.86,0.0,2379.06
733,59,217,10,2,1,65964.72,4617.53,12882.91
734,48,217,10,3,1,118116.86,14174.02,21828.0
735,18,217,10,4,1,131225.19,9185.76,25628.28
736,40,197,5,1,2,82956.99,8295.7,33099.84
737,83,176,3,1,2,141513.24,0.0,59435.56
738,37,176,3,2,1,94810.32,11377.24,17520.95
739,74,236,,1,3,36816.14,13253.81,20410.87
740,45,236,,2,2,5514.12,551.41,2200.13
741,56,84,11,1,3,11436.05,686.16,7060.62
742,146,84,11,2,1,70778.34,8493.4,13079.84
743,139,96,7,1,3,113384.73,23810.79,66432.11
744,114,142,4,1,1,12859.59,1543.15,2376.45
745,53,142,4,2,2,55916.19,11183.24,21136.32
746,55,85,1,1,2,110639.03,0.0,46468.39
747,93,85,1,2,3,149511.56,22426.73,89482.67
748,41,231,,1,3,68536.76,20561.03,38860.34
749,121,231,,2,3,130462.79,19569.42,78081.98
750,64,231,,3,1,71035.34,8524.24,13127.33
751,38,231,,4,2,102110.27,0.0,42886.31
752,126,239,11,1,3,95372.61,28611.78,54076.27
753,132,229,10,1,2,38667.32,7733.46,14616.25
754,7,229,10,2,2,11644.54,1164.45,4646.17
755,118,68,11,1,3,126034.97,0.0,79402.03
756,86,68,11,2,3,107559.75,0.0,67762.64
757,34,68,11,3,3,32535.19,0.0,20497.17
758,86,98,11,1,2,107559.75,21511.95,40657.59
759,109,98,11,2,2,38194.04,9166.57,14116.52
760,88,98,11,3,1,113819.06,5690.95,22706.9
761,67,98,11,4,3,71186.96,4271.22,43950.83
762,28,207,9,1,1,72718.58,0.0,15270.9
763,46,207,9,2,2,86331.5,0.0,36259.23
764,13,24,1,1,3,113023.4,0.0,71204.74
765,100,24,1,2,2,27000.42,6480.1,9979.36
766,114,155,5,1,1,12859.59,1285.96,2430.46
767,42,136,,1,1,141144.85,0.0,29640.42
768,17,136,,2,2,21175.07,2117.51,8448.85
769,16,136,,3,3,91403.82,19194.8,53553.5
770,119,11,9,1,2,138670.88,19413.92,54164.85
771,40,11,9,2,1,82956.99,9954.84,15330.45
772,99,11,9,3,2,41609.37,0.0,17475.94
773,36,11,9,4,2,14935.59,2090.98,5833.84
774,91,111,,1,1,98655.92,0.0,20717.74
775,64,249,,1,1,71035.34,3551.77,14171.55
776,60,249,,2,2,84450.9,20268.22,31213.05
777,122,249,,3,2,140263.58,28052.72,53019.63
778,88,249,,4,3,113819.06,17072.86,68120.71
779,126,249,4,1,3,95372.61,20028.25,55878.81
780,5,249,4,2,2,57052.01,11410.4,21565.66
781,81,212,10,1,3,72429.93,21728.98,41067.77
782,52,212,10,2,3,37323.91,2239.43,23043.78
783,31,212,10,3,2,145504.46,34921.07,53778.45
784,16,212,10,4,3,91403.82,5484.23,56432.72
785,51,195,7,1,3,131464.18,39439.25,74540.19
786,117,195,7,2,2,71909.94,2876.4,29598.13
787,33,195,7,3,2,139345.12,0.0,58524.95
788,46,97,1,1,2,86331.5,17266.3,32633.31
789,9,97,1,2,3,93324.0,13998.6,55854.41
790,83,97,1,3,3,141513.24,42453.97,80238.01
791,11,97,1,4,3,124161.38,0.0,78221.67
792,62,209,4,1,1,46149.03,5537.88,8528.34
793,143,209,4,2,1,124250.51,0.0,26092.61
794,131,150,11,1,1,30385.06,2126.95,5934.2
795,55,150,11,2,1,110639.03,11063.9,20910.78
796,2,150,11,3,3,9608.49,3459.06,5326.95
797,84,41,6,1,2,120452.95,16863.41,47048.92
798,31,41,6,2,3,145504.46,21825.67,87084.42
799,53,131,2,1,2,55916.19,13419.89,20666.62
800,100,131,2,2,3,27000.42,4050.06,16159.75
801,118,131,2,3,2,126034.97,25206.99,47641.22
802,3,20,,1,2,36963.89,0.0,15524.83
803,29,191,,1,1,121085.91,14530.31,22376.68
804,49,185,,1,1,146549.87,17585.98,27082.42
805,115,185,,2,1,43723.15,5246.78,8080.04
806,12,185,,3,3,100038.61,21008.11,58612.62
807,140,74,8,1,1,42260.66,2113.03,8431.0
808,96,74,8,2,3,47955.74,14386.72,27190.9
809,139,74,8,3,1,113384.73,5669.24,22620.25
810,89,74,8,4,2,31366.78,1254.67,12910.57
811,23,209,12,1,3,108377.6,16256.64,64863.99
812,36,209,12,2,2,14935.59,1493.56,5959.3
813,120,209,12,3,2,140466.02,28093.2,53096.16
814,43,209,12,4,1,45854.66,2292.73,9148.0
815,84,190,4,1,3,120452.95,18067.94,72091.09
816,49,62,12,1,1,146549.87,0.0,30775.47
817,3,65,12,1,3,36963.89,11089.17,20958.53
818,77,65,12,2,2,35690.74,4996.7,13940.8
819,96,65,12,3,1,47955.74,2397.79,9567.17
820,110,65,12,4,3,73222.62,21966.79,41517.23
821,122,126,,1,2,140263.58,28052.72,53019.63
822,26,126,,2,2,102001.78,24480.43,37699.86
823,90,126,,3,3,79910.95,16781.3,46819.83
824,18,25,2,1,3,131225.19,7873.51,81018.43
825,119,25,2,2,2,138670.88,33281.01,51252.76
826,145,25,2,3,2,11575.29,2315.06,4375.46
827,13,25,2,4,2,113023.4,22604.68,42722.85
828,43,88,,1,1,45854.66,917.09,9436.89
829,9,135,7,1,2,93324.0,13065.36,36452.35
830,143,135,7,2,3,124250.51,26092.61,72798.37
831,18,135,7,3,1,131225.19,0.0,27557.29
832,68,135,7,4,3,125432.53,18814.88,75071.37
833,29,192,,1,3,121085.91,43590.93,67130.03
834,123,221,10,1,1,11328.86,0.0,2379.06
835,45,221,10,2,2,5514.12,1102.82,2084.34
836,139,221,10,3,1,113384.73,2267.69,23334.58
837,33,221,10,4,3,139345.12,8360.71,86031.68
838,134,123,12,1,2,71241.19,9973.77,27826.81
839,20,123,12,2,2,21220.82,4244.16,8021.47
840,137,144,6,1,3,97309.59,29192.88,55174.54
841,17,144,6,2,2,21175.07,5082.02,7826.31
842,69,144,6,3,2,116042.98,11604.3,46301.15
843,31,183,9,1,3,145504.46,52381.61,80667.67
844,75,183,9,2,3,126873.32,7612.4,78331.59
845,138,63,,1,2,119348.52,4773.94,49123.85
846,66,63,,2,3,30503.57,0.0,19217.25
847,65,63,,3,1,62949.67,4406.48,12294.07
848,141,63,,4,2,72908.05,0.0,30621.38
849,11,138,7,1,3,124161.38,37248.41,70399.5
850,16,138,7,2,1,91403.82,0.0,19194.8
851,6,159,,1,3,16426.03,4927.81,9313.56
852,82,159,,2,1,144884.51,2897.69,29817.23
853,39,60,2,1,3,50845.69,10677.59,29790.49
854,98,60,2,2,1,131544.36,13154.44,24861.88
855,70,60,2,3,1,39001.57,4680.19,7207.49
856,126,60,2,4,2,95372.61,19074.52,36050.85
857,100,240,,1,3,27000.42,4050.06,16159.75
858,65,195,5,1,1,62949.67,6294.97,11897.49
859,60,72,5,1,1,84450.9,8445.09,15961.22
860,18,61,,1,1,131225.19,6561.26,26179.43
861,42,119,6,1,3,141144.85,42343.46,80029.13
862,11,119,6,2,1,124161.38,8691.3,24248.72
863,81,30,12,1,2,72429.93,2897.2,29812.16
864,113,167,8,1,2,41597.83,5823.7,16248.11
865,103,167,8,2,2,30202.96,7248.71,11163.01
866,14,243,6,1,2,36801.51,5152.21,14374.67
867,99,243,6,2,3,41609.37,8737.97,24378.93
868,20,243,6,3,3,21220.82,3183.12,12700.66
869,113,160,,1,2,41597.83,5823.7,16248.11
870,37,183,10,1,1,94810.32,0.0,19910.17
871,99,183,10,2,2,41609.37,5825.31,16252.62
872,148,208,,1,3,69290.55,20787.17,39287.74
873,85,208,,2,3,78364.31,28211.15,43445.17
874,84,208,,3,3,120452.95,7227.18,74367.65
875,106,232,,1,3,136719.66,28711.13,80104.05
876,108,232,,2,3,16664.07,2499.61,9973.45
877,77,232,,3,1,35690.74,713.81,7345.15
878,22,206,4,1,1,142293.06,0.0,29881.54
879,22,206,4,2,3,142293.06,0.0,89644.63
880,39,206,4,3,3,50845.69,10677.59,29790.49
881,127,206,4,4,1,131495.54,15779.46,24300.38
882,11,216,9,1,1,124161.38,6208.07,24770.2
883,92,101,9,1,3,105309.14,15796.37,63027.52
884,76,101,9,2,3,17172.38,6182.06,9520.37
885,103,101,9,3,2,30202.96,1208.12,12431.54
886,80,101,9,4,3,126688.18,19003.23,75822.88
887,94,151,8,1,1,22495.1,1574.66,4393.29
888,72,125,7,1,1,14028.53,1683.42,2592.47
889,47,125,7,2,2,67319.07,0.0,28274.01
890,3,125,7,3,3,36963.89,5544.58,22122.89
891,88,125,7,4,3,113819.06,17072.86,68120.71
892,112,169,9,1,3,101074.61,0.0,63677.0
893,117,169,9,2,3,71909.94,21572.98,40772.94
894,11,172,9,1,1,124161.38,8691.3,24248.72
895,62,172,9,2,2,46149.03,0.0,19382.59
896,30,197,3,1,1,31605.77,2212.4,6172.61
897,144,197,3,2,3,98909.6,14836.44,59197.4
898,46,197,3,3,3,86331.5,31079.34,47862.18
899,70,40,1,1,1,39001.57,0.0,8190.33
900,88,134,4,1,2,113819.06,15934.67,44457.72
901,107,49,,1,3,68677.25,0.0,43266.67
902,81,49,,2,2,72429.93,0.0,30420.57
903,35,49,,3,1,13288.96,1328.9,2511.61
904,20,67,10,1,3,21220.82,3183.12,12700.66
905,20,67,10,2,2,21220.82,2122.08,8467.11
906,77,67,10,3,2,35690.74,0.0,14990.11
907,7,67,10,4,2,11644.54,1164.45,4646.17
908,82,154,,1,1,144884.51,2897.69,29817.23
909,148,154,,2,1,69290.55,6929.06,13095.91
910,21,154,,3,1,17419.75,0.0,3658.15
911,104,240,,1,1,9732.78,486.64,1941.69
912,105,121,4,1,1,119235.06,14308.21,22034.64
913,134,121,4,2,2,71241.19,14248.24,26929.17
914,64,49,,1,1,71035.34,8524.24,13127.33
915,53,97,9,1,2,55916.19,5591.62,22310.56
916,49,97,9,2,3,146549.87,52757.95,81247.25
917,71,117,7,1,2,105622.72,14787.18,41256.23
918,70,117,7,2,1,39001.57,2730.11,7617.01
919,29,99,6,1,2,121085.91,29060.62,44753.35
920,95,99,6,2,3,112097.67,16814.65,67090.46
921,73,192,10,1,2,5854.93,234.2,2409.89
922,143,192,10,2,3,124250.51,37275.15,70450.04
923,146,136,3,1,2,70778.34,0.0,29726.9
924,124,136,3,2,1,144899.54,2897.99,29820.33
925,28,136,3,3,3,72718.58,10907.79,43522.07
926,109,136,3,4,2,38194.04,9166.57,14116.52
927,63,216,8,1,2,37572.9,0.0,15780.62
928,87,216,8,2,2,68158.3,9542.16,26622.63
929,60,246,1,1,2,84450.9,0.0,35469.38
930,53,246,1,2,2,55916.19,7828.27,21840.86
931,2,203,5,1,2,9608.49,384.34,3954.85
932,106,203,5,2,2,136719.66,0.0,57422.26
933,25,240,7,1,3,15294.0,4588.2,8671.7
934,28,2,,1,1,72718.58,1454.37,14965.48
935,55,2,,2,1,110639.03,2212.78,22769.51
936,107,2,,3,1,68677.25,4807.41,13412.67
937,59,2,,4,3,65964.72,3957.88,40726.62
938,115,85,11,1,2,43723.15,1748.93,17996.45
939,114,85,11,2,2,12859.59,1285.96,5130.98
940,59,120,2,1,3,65964.72,23747.3,36570.84
941,57,35,6,1,3,67538.12,24313.72,37443.13
942,23,35,6,2,3,108377.6,6502.66,66912.33
943,8,21,9,1,1,97174.24,0.0,20406.59
944,7,21,9,2,3,11644.54,4192.03,6455.73
945,7,21,9,3,3,11644.54,0.0,7336.06
946,148,193,7,1,3,69290.55,14551.02,40597.33
947,74,193,7,2,2,36816.14,7363.23,13916.5
948,63,120,1,1,2,37572.9,3757.29,14991.59
949,88,120,1,2,1,113819.06,5690.95,22706.9
950,133,120,1,3,2,103253.58,20650.72,39029.85
951,44,59,9,1,3,41412.58,8696.64,24263.63
952,11,59,9,2,3,124161.38,44698.1,68835.07
953,11,59,9,3,3,124161.38,26073.89,72746.15
954,33,159,7,1,1,139345.12,0.0,29262.48
955,69,159,7,2,1,116042.98,0.0,24369.03
956,134,17,4,1,3,71241.19,25646.83,39496.12
957,79,17,4,2,2,99270.89,9927.09,39609.09
958,6,95,7,1,3,16426.03,0.0,10348.4
959,121,95,7,2,2,130462.79,13046.28,52054.65
960,81,53,6,1,3,72429.93,0.0,45630.86
961,102,53,6,2,3,142400.58,8544.03,87918.12
962,37,53,6,3,1,94810.32,0.0,19910.17
963,127,13,,1,1,131495.54,2629.91,27061.78
964,104,13,,2,3,9732.78,1459.92,5825.07
