id,campaign_id,customer_id,product_id,utm_source,utm_medium,utm_campaign,utm_content,utm_term
185,2,138,123,meta,social,retargeting_jul_2025,remarketing,
185,2,138,22,meta,social,retargeting_jul_2025,remarketing,
186,10,149,117,google,cpc,invierno_2025,brand,remeras
186,10,149,105,google,cpc,invierno_2025,brand,remeras
187,8,173,50,meta,social,retargeting_jul_2025,remarketing,zapatillas
187,8,173,55,meta,social,retargeting_jul_2025,remarketing,zapatillas
188,7,121,81,google,cpc,invierno_2025,carousel,camperas
188,7,121,109,google,cpc,invierno_2025,carousel,camperas
188,7,121,107,google,cpc,invierno_2025,carousel,camperas
189,5,5,96,meta,social,retargeting_jul_2025,brand,
189,5,5,110,meta,social,retargeting_jul_2025,brand,
189,5,5,143,meta,social,retargeting_jul_2025,brand,
190,8,73,143,meta,social,retargeting_jul_2025,brand,remeras
191,8,148,58,meta,social,retargeting_jul_2025,remarketing,remeras
192,5,168,49,meta,social,retargeting_jul_2025,brand,remeras
192,5,168,79,meta,social,retargeting_jul_2025,brand,remeras
193,4,223,51,google,cpc,invierno_2025,brand,mochilas
193,4,223,32,google,cpc,invierno_2025,brand,mochilas
193,4,223,130,google,cpc,invierno_2025,brand,mochilas
193,4,223,133,google,cpc,invierno_2025,brand,mochilas
194,5,202,96,meta,social,retargeting_jul_2025,remarketing,botas
194,5,202,83,meta,social,retargeting_jul_2025,remarketing,botas
194,5,202,85,meta,social,retargeting_jul_2025,remarketing,botas
194,5,202,9,meta,social,retargeting_jul_2025,remarketing,botas
195,6,135,24,meta,social,nuevo_drop_ago_2025,,
195,6,135,29,meta,social,nuevo_drop_ago_2025,,
196,4,32,3,google,cpc,invierno_2025,remarketing,botas
196,4,32,134,google,cpc,invierno_2025,remarketing,botas
196,4,32,27,google,cpc,invierno_2025,remarketing,botas
197,9,108,125,meta,social,nuevo_drop_ago_2025,video,
198,11,200,11,meta,social,retargeting_jul_2025,brand,botas
198,11,200,26,meta,social,retargeting_jul_2025,brand,botas
198,11,200,31,meta,social,retargeting_jul_2025,brand,botas
198,11,200,149,meta,social,retargeting_jul_2025,brand,botas
199,9,117,64,meta,social,nuevo_drop_ago_2025,carousel,camperas
199,9,117,13,meta,social,nuevo_drop_ago_2025,carousel,camperas
199,9,117,68,meta,social,nuevo_drop_ago_2025,carousel,camperas
200,5,200,138,meta,social,retargeting_jul_2025,remarketing,botas
200,5,200,82,meta,social,retargeting_jul_2025,remarketing,botas
200,5,200,24,meta,social,retargeting_jul_2025,remarketing,botas
201,1,212,127,google,cpc,invierno_2025,promo,
202,9,204,94,meta,social,nuevo_drop_ago_2025,carousel,
202,9,204,139,meta,social,nuevo_drop_ago_2025,carousel,
202,9,204,35,meta,social,nuevo_drop_ago_2025,carousel,
203,10,167,104,google,cpc,invierno_2025,remarketing,
204,2,143,136,meta,social,retargeting_jul_2025,brand,mochilas
205,1,26,140,google,cpc,invierno_2025,remarketing,
205,1,26,73,google,cpc,invierno_2025,remarketing,
205,1,26,115,google,cpc,invierno_2025,remarketing,
205,1,26,110,google,cpc,invierno_2025,remarketing,
206,9,13,112,meta,social,nuevo_drop_ago_2025,brand,zapatillas
207,12,26,53,meta,social,nuevo_drop_ago_2025,,camperas
208,10,217,123,google,cpc,invierno_2025,,mochilas
208,10,217,59,google,cpc,invierno_2025,,mochilas
208,10,217,48,google,cpc,invierno_2025,,mochilas
208,10,217,18,google,cpc,invierno_2025,,mochilas
209,5,197,40,meta,social,retargeting_jul_2025,brand,
210,3,176,83,meta,social,nuevo_drop_ago_2025,carousel,remeras
210,3,176,37,meta,social,nuevo_drop_ago_2025,carousel,remeras
211,11,84,56,meta,social,retargeting_jul_2025,remarketing,remeras
211,11,84,146,meta,social,retargeting_jul_2025,remarketing,remeras
212,7,96,139,google,cpc,invierno_2025,promo,camperas
213,4,142,114,google,cpc,invierno_2025,brand,
213,4,142,53,google,cpc,invierno_2025,brand,
214,1,85,55,google,cpc,invierno_2025,remarketing,zapatillas
214,1,85,93,google,cpc,invierno_2025,remarketing,zapatillas
215,11,239,126,meta,social,retargeting_jul_2025,brand,mochilas
216,10,229,132,google,cpc,invierno_2025,,camperas
216,10,229,7,google,cpc,invierno_2025,,camperas
217,11,68,118,meta,social,retargeting_jul_2025,promo,remeras
217,11,68,86,meta,social,retargeting_jul_2025,promo,remeras
217,11,68,34,meta,social,retargeting_jul_2025,promo,remeras
218,11,98,86,meta,social,retargeting_jul_2025,,
218,11,98,109,meta,social,retargeting_jul_2025,,
218,11,98,88,meta,social,retargeting_jul_2025,,
218,11,98,67,meta,social,retargeting_jul_2025,,
219,9,207,28,meta,social,nuevo_drop_ago_2025,brand,zapatillas
219,9,207,46,meta,social,nuevo_drop_ago_2025,brand,zapatillas
220,1,24,13,google,cpc,invierno_2025,,remeras
220,1,24,100,google,cpc,invierno_2025,,remeras
221,5,155,114,meta,social,retargeting_jul_2025,,zapatillas
222,9,11,119,meta,social,nuevo_drop_ago_2025,,remeras
222,9,11,40,meta,social,nuevo_drop_ago_2025,,remeras
222,9,11,99,meta,social,nuevo_drop_ago_2025,,remeras
222,9,11,36,meta,social,nuevo_drop_ago_2025,,remeras
223,4,249,126,google,cpc,invierno_2025,video,camperas
223,4,249,5,google,cpc,invierno_2025,video,camperas
224,10,212,81,google,cpc,invierno_2025,remarketing,remeras
224,10,212,52,google,cpc,invierno_2025,remarketing,remeras
224,10,212,31,google,cpc,invierno_2025,remarketing,remeras
224,10,212,16,google,cpc,invierno_2025,remarketing,remeras
225,7,195,51,google,cpc,invierno_2025,video,botas
225,7,195,117,google,cpc,invierno_2025,video,botas
225,7,195,33,google,cpc,invierno_2025,video,botas
226,1,97,46,google,cpc,invierno_2025,remarketing,
226,1,97,9,google,cpc,invierno_2025,remarketing,
226,1,97,83,google,cpc,invierno_2025,remarketing,
226,1,97,11,google,cpc,invierno_2025,remarketing,
227,4,209,62,google,cpc,invierno_2025,promo,zapatillas
227,4,209,143,google,cpc,invierno_2025,promo,zapatillas
228,11,150,131,meta,social,retargeting_jul_2025,remarketing,remeras
228,11,150,55,meta,social,retargeting_jul_2025,remarketing,remeras
228,11,150,2,meta,social,retargeting_jul_2025,remarketing,remeras
229,6,41,84,meta,social,nuevo_drop_ago_2025,video,zapatillas
229,6,41,31,meta,social,nuevo_drop_ago_2025,video,zapatillas
230,2,131,53,meta,social,retargeting_jul_2025,,zapatillas
230,2,131,100,meta,social,retargeting_jul_2025,,zapatillas
230,2,131,118,meta,social,retargeting_jul_2025,,zapatillas
231,8,74,140,meta,social,retargeting_jul_2025,video,zapatillas
231,8,74,96,meta,social,retargeting_jul_2025,video,zapatillas
231,8,74,139,meta,social,retargeting_jul_2025,video,zapatillas
231,8,74,89,meta,social,retargeting_jul_2025,video,zapatillas
232,12,209,23,meta,social,nuevo_drop_ago_2025,,zapatillas
232,12,209,36,meta,social,nuevo_drop_ago_2025,,zapatillas
232,12,209,120,meta,social,nuevo_drop_ago_2025,,zapatillas
232,12,209,43,meta,social,nuevo_drop_ago_2025,,zapatillas
233,4,190,84,google,cpc,invierno_2025,,camperas
234,12,62,49,meta,social,nuevo_drop_ago_2025,brand,
235,12,65,3,meta,social,nuevo_drop_ago_2025,brand,botas
235,12,65,77,meta,social,nuevo_drop_ago_2025,brand,botas
235,12,65,96,meta,social,nuevo_drop_ago_2025,brand,botas
235,12,65,110,meta,social,nuevo_drop_ago_2025,brand,botas
236,2,25,18,meta,social,retargeting_jul_2025,promo,zapatillas
236,2,25,119,meta,social,retargeting_jul_2025,promo,zapatillas
236,2,25,145,meta,social,retargeting_jul_2025,promo,zapatillas
236,2,25,13,meta,social,retargeting_jul_2025,promo,zapatillas
237,7,135,9,google,cpc,invierno_2025,video,zapatillas
237,7,135,143,google,cpc,invierno_2025,video,zapatillas
237,7,135,18,google,cpc,invierno_2025,video,zapatillas
237,7,135,68,google,cpc,invierno_2025,video,zapatillas
238,10,221,123,google,cpc,invierno_2025,,zapatillas
238,10,221,45,google,cpc,invierno_2025,,zapatillas
238,10,221,139,google,cpc,invierno_2025,,zapatillas
238,10,221,33,google,cpc,invierno_2025,,zapatillas
239,12,123,134,meta,social,nuevo_drop_ago_2025,remarketing,botas
239,12,123,20,meta,social,nuevo_drop_ago_2025,remarketing,botas
240,6,144,137,meta,social,nuevo_drop_ago_2025,,camperas
240,6,144,17,meta,social,nuevo_drop_ago_2025,,camperas
240,6,144,69,meta,social,nuevo_drop_ago_2025,,camperas
241,9,183,31,meta,social,nuevo_drop_ago_2025,carousel,camperas
241,9,183,75,meta,social,nuevo_drop_ago_2025,carousel,camperas
242,7,138,11,google,cpc,invierno_2025,promo,zapatillas
242,7,138,16,google,cpc,invierno_2025,promo,zapatillas
243,2,60,39,meta,social,retargeting_jul_2025,brand,botas
243,2,60,98,meta,social,retargeting_jul_2025,brand,botas
243,2,60,70,meta,social,retargeting_jul_2025,brand,botas
243,2,60,126,meta,social,retargeting_jul_2025,brand,botas
244,5,195,65,meta,social,retargeting_jul_2025,promo,remeras
245,5,72,60,meta,social,retargeting_jul_2025,carousel,zapatillas
246,6,119,42,meta,social,nuevo_drop_ago_2025,video,camperas
246,6,119,11,meta,social,nuevo_drop_ago_2025,video,camperas
247,12,30,81,meta,social,nuevo_drop_ago_2025,,zapatillas
248,8,167,113,meta,social,retargeting_jul_2025,brand,zapatillas
248,8,167,103,meta,social,retargeting_jul_2025,brand,zapatillas
249,6,243,14,meta,social,nuevo_drop_ago_2025,carousel,camperas
249,6,243,99,meta,social,nuevo_drop_ago_2025,carousel,camperas
249,6,243,20,meta,social,nuevo_drop_ago_2025,carousel,camperas
250,10,183,37,google,cpc,invierno_2025,,remeras
250,10,183,99,google,cpc,invierno_2025,,remeras
251,4,206,22,google,cpc,invierno_2025,promo,camperas
251,4,206,22,google,cpc,invierno_2025,promo,camperas
251,4,206,39,google,cpc,invierno_2025,promo,camperas
251,4,206,127,google,cpc,invierno_2025,promo,camperas
252,9,216,11,meta,social,nuevo_drop_ago_2025,video,
253,9,101,92,meta,social,nuevo_drop_ago_2025,remarketing,botas
253,9,101,76,meta,social,nuevo_drop_ago_2025,remarketing,botas
253,9,101,103,meta,social,nuevo_drop_ago_2025,remarketing,botas
253,9,101,80,meta,social,nuevo_drop_ago_2025,remarketing,botas
254,8,151,94,meta,social,retargeting_jul_2025,carousel,
255,7,125,72,google,cpc,invierno_2025,video,botas
255,7,125,47,google,cpc,invierno_2025,video,botas
255,7,125,3,google,cpc,invierno_2025,video,botas
255,7,125,88,google,cpc,invierno_2025,video,botas
256,9,169,112,meta,social,nuevo_drop_ago_2025,brand,zapatillas
256,9,169,117,meta,social,nuevo_drop_ago_2025,brand,zapatillas
257,9,172,11,meta,social,nuevo_drop_ago_2025,,camperas
257,9,172,62,meta,social,nuevo_drop_ago_2025,,camperas
258,3,197,30,meta,social,nuevo_drop_ago_2025,brand,
258,3,197,144,meta,social,nuevo_drop_ago_2025,brand,
258,3,197,46,meta,social,nuevo_drop_ago_2025,brand,
259,1,40,70,google,cpc,invierno_2025,video,zapatillas
260,4,134,88,google,cpc,invierno_2025,brand,remeras
261,10,67,20,google,cpc,invierno_2025,remarketing,mochilas
261,10,67,20,google,cpc,invierno_2025,remarketing,mochilas
261,10,67,77,google,cpc,invierno_2025,remarketing,mochilas
261,10,67,7,google,cpc,invierno_2025,remarketing,mochilas
262,4,121,105,google,cpc,invierno_2025,carousel,mochilas
262,4,121,134,google,cpc,invierno_2025,carousel,mochilas
263,9,97,53,meta,social,nuevo_drop_ago_2025,brand,mochilas
263,9,97,49,meta,social,nuevo_drop_ago_2025,brand,mochilas
264,7,117,71,google,cpc,invierno_2025,,remeras
264,7,117,70,google,cpc,invierno_2025,,remeras
265,6,99,29,meta,social,nuevo_drop_ago_2025,remarketing,camperas
265,6,99,95,meta,social,nuevo_drop_ago_2025,remarketing,camperas
266,10,192,73,google,cpc,invierno_2025,,remeras
266,10,192,143,google,cpc,invierno_2025,,remeras
267,3,136,146,meta,social,nuevo_drop_ago_2025,carousel,botas
267,3,136,124,meta,social,nuevo_drop_ago_2025,carousel,botas
267,3,136,28,meta,social,nuevo_drop_ago_2025,carousel,botas
267,3,136,109,meta,social,nuevo_drop_ago_2025,carousel,botas
268,8,216,63,meta,social,retargeting_jul_2025,promo,remeras
268,8,216,87,meta,social,retargeting_jul_2025,promo,remeras
269,1,246,60,google,cpc,invierno_2025,brand,camperas
269,1,246,53,google,cpc,invierno_2025,brand,camperas
270,5,203,2,meta,social,retargeting_jul_2025,,camperas
270,5,203,106,meta,social,retargeting_jul_2025,,camperas
271,7,240,25,google,cpc,invierno_2025,carousel,remeras
272,11,85,115,meta,social,retargeting_jul_2025,carousel,mochilas
272,11,85,114,meta,social,retargeting_jul_2025,carousel,mochilas
273,2,120,59,meta,social,retargeting_jul_2025,video,mochilas
274,6,35,57,meta,social,nuevo_drop_ago_2025,,mochilas
274,6,35,23,meta,social,nuevo_drop_ago_2025,,mochilas
275,9,21,8,meta,social,nuevo_drop_ago_2025,,camperas
275,9,21,7,meta,social,nuevo_drop_ago_2025,,camperas
275,9,21,7,meta,social,nuevo_drop_ago_2025,,camperas
276,7,193,148,google,cpc,invierno_2025,remarketing,remeras
276,7,193,74,google,cpc,invierno_2025,remarketing,remeras
277,1,120,63,google,cpc,invierno_2025,video,mochilas
277,1,120,88,google,cpc,invierno_2025,video,mochilas
277,1,120,133,google,cpc,invierno_2025,video,mochilas
278,9,59,44,meta,social,nuevo_drop_ago_2025,remarketing,remeras
278,9,59,11,meta,social,nuevo_drop_ago_2025,remarketing,remeras
278,9,59,11,meta,social,nuevo_drop_ago_2025,remarketing,remeras
279,7,159,33,google,cpc,invierno_2025,promo,botas
279,7,159,69,google,cpc,invierno_2025,promo,botas
280,4,17,134,google,cpc,invierno_2025,,botas
280,4,17,79,google,cpc,invierno_2025,,botas
281,7,95,6,google,cpc,invierno_2025,video,zapatillas
281,7,95,121,google,cpc,invierno_2025,video,zapatillas
282,6,53,81,meta,social,nuevo_drop_ago_2025,brand,mochilas
282,6,53,102,meta,social,nuevo_drop_ago_2025,brand,mochilas
282,6,53,37,meta,social,nuevo_drop_ago_2025,brand,mochilas
