id,customer_id,campaign_id,order_status,order_date_id,order_time,customer_billing_address_id,customer_shipping_address_id,currency,shipping_amount,order_subtotal,order_discount,order_tax,order_total,created_at_date,created_at_time
243,103,7,delivered,238,15:27:32,160,159,ARS,0.0,481403.46,44680.65,91711.79,528434.6,238,15:27:32
244,133,1,shipped,162,12:36:28,204,203,ARS,1914.15,9732.78,194.66,2003.01,13455.28,162,12:36:28
245,195,11,delivered,162,05:28:31,,301,ARS,0.0,204474.9,20447.49,38645.76,222673.17,162,05:28:31
246,153,,paid,156,19:20:34,234,233,ARS,0.0,620978.76,30704.5,123957.59,714231.86,156,19:20:34
247,118,1,pending,199,01:23:38,,181,ARS,0.0,238843.06,24581.1,44995.01,259256.98,199,01:23:38
248,66,,delivered,207,04:14:20,104,103,ARS,0.0,315929.32,12316.41,63758.71,367371.62,207,04:14:20
249,58,2,delivered,180,02:19:12,90,89,ARS,0.0,1033988.58,42923.85,208123.59,1199188.32,180,02:19:12
250,173,10,created,231,21:17:48,265,264,ARS,0.0,364645.01,24151.61,71503.61,411997.02,231,21:17:48
251,34,10,shipped,167,03:31:51,,53,ARS,0.0,562789.79,25682.07,112792.62,649900.34,167,03:31:51
252,1,,delivered,235,06:16:19,2,1,ARS,0.0,124828.11,14979.37,23068.23,132916.97,235,06:16:19
253,131,6,delivered,172,16:40:00,,200,ARS,0.0,137969.23,4723.39,27981.63,161227.47,172,16:40:00
254,19,,canceled,243,19:33:50,29,28,ARS,0.0,291928.77,0.0,61305.04,353233.81,243,19:33:50
255,213,3,paid,243,18:37:31,,331,ARS,0.0,685691.09,33086.03,137047.06,789652.12,243,18:37:31
256,118,10,delivered,185,12:28:04,,181,ARS,0.0,387760.95,15448.0,78185.72,450498.66,185,12:28:04
257,38,2,paid,217,18:49:00,59,58,ARS,0.0,282244.18,15100.12,56100.25,323244.31,217,18:49:00
258,243,,paid,191,07:30:57,383,382,ARS,0.0,538204.76,18899.41,109054.12,628359.48,191,07:30:57
259,230,,delivered,198,01:11:44,363,362,ARS,0.0,775802.46,77057.65,146736.41,845481.22,198,01:11:44
260,138,2,paid,233,02:39:35,214,213,ARS,0.0,295914.98,6484.74,60780.35,350210.59,233,02:39:35
261,149,10,delivered,166,16:06:57,,229,ARS,0.0,429615.12,21480.76,85708.22,493842.58,166,16:06:57
262,173,8,pending,208,12:28:03,265,264,ARS,0.0,342602.16,24554.29,66790.05,384837.93,208,12:28:03
263,147,,paid,176,14:25:35,226,225,ARS,0.0,342683.8,38380.59,63903.68,368206.89,176,14:25:35
264,121,7,paid,191,12:09:01,,185,ARS,0.0,328119.23,20071.15,64690.1,372738.18,191,12:09:01
265,5,5,paid,243,09:19:05,8,7,ARS,0.0,567152.51,54450.23,107667.48,620369.76,243,09:19:05
266,63,,paid,213,21:35:17,,98,ARS,0.0,502955.93,30570.12,99201.02,571586.83,213,21:35:17
267,226,,paid,204,05:31:33,355,354,ARS,0.0,205981.82,9065.12,41352.51,238269.21,204,05:31:33
268,210,,delivered,169,02:28:33,328,327,ARS,0.0,550128.17,51247.35,104764.97,603645.8,169,02:28:33
269,73,8,shipped,161,20:34:55,,113,ARS,0.0,124250.51,12425.05,23483.35,135308.81,161,20:34:55
270,148,8,created,201,00:41:13,228,227,ARS,0.0,157065.52,10994.59,30674.9,176745.83,201,00:41:13
271,168,5,delivered,225,12:54:44,,256,ARS,0.0,245820.76,2931.0,51006.85,293896.61,225,12:54:44
272,223,4,paid,209,15:58:01,,350,ARS,0.0,536023.61,34386.84,105343.72,606980.5,209,15:58:01
273,93,,paid,166,16:38:13,144,143,ARS,2401.85,19216.98,1345.19,3753.08,24026.72,166,16:38:13
274,59,,delivered,201,17:09:42,92,91,ARS,0.0,316868.16,38024.18,58557.24,337401.22,201,17:09:42
275,202,5,created,178,11:08:36,315,314,ARS,0.0,595761.03,20676.09,120767.84,695852.78,178,11:08:36
276,135,6,paid,153,12:41:40,208,207,ARS,0.0,324064.44,16952.03,64493.61,371606.02,153,12:41:40
277,80,,shipped,184,04:40:03,,123,ARS,0.0,357321.14,26817.38,69405.79,399909.55,184,04:40:03
278,109,,delivered,226,01:14:45,170,169,ARS,0.0,545484.88,10647.31,112315.89,647153.46,226,01:14:45
279,172,,delivered,185,02:17:52,263,262,ARS,0.0,393857.96,0.0,82710.17,476568.13,185,02:17:52
280,200,,shipped,219,19:06:58,311,310,ARS,0.0,194619.18,19461.92,36783.03,211940.29,219,19:06:58
281,249,,delivered,211,11:43:14,392,391,ARS,0.0,224539.75,18884.9,43187.52,248842.37,211,11:43:14
282,32,4,paid,170,10:01:46,50,49,ARS,0.0,619635.23,50874.36,119439.78,688200.66,170,10:01:46
283,157,,paid,195,09:54:25,,239,ARS,0.0,263088.72,0.0,55248.63,318337.35,195,09:54:25
284,58,,pending,229,21:48:38,90,89,ARS,0.0,528924.23,38992.19,102885.73,592817.77,229,21:48:38
285,108,9,canceled,162,00:28:14,,168,ARS,0.0,109754.35,10975.44,20743.57,119522.49,162,00:28:14
286,200,11,shipped,224,13:40:59,311,310,ARS,0.0,1012184.69,29858.11,206288.58,1188615.16,224,13:40:59
287,117,9,paid,239,12:31:35,180,179,ARS,0.0,493550.01,28276.87,97707.36,562980.49,239,12:31:35
288,200,5,delivered,163,12:09:07,311,310,ARS,0.0,770653.51,15759.64,158527.71,913421.59,163,12:09:07
289,20,,pending,243,21:46:17,,30,ARS,0.0,975551.47,60405.86,192180.58,1107326.19,243,21:46:17
290,212,1,paid,171,09:58:05,,330,ARS,0.0,131495.54,15779.46,24300.38,140016.45,171,09:58:05
291,76,,canceled,230,17:35:43,,117,ARS,0.0,721769.55,70053.6,136860.35,788576.29,230,17:35:43
292,204,9,delivered,185,15:42:13,318,317,ARS,0.0,275842.48,4314.11,57020.96,328549.33,185,15:42:13
293,245,,created,209,20:21:08,386,385,ARS,0.0,62733.56,7528.03,11593.16,66798.69,209,20:21:08
294,243,,delivered,214,15:41:09,383,382,ARS,0.0,358237.6,38671.77,67108.82,386674.65,214,15:41:09
295,167,10,delivered,194,03:14:39,,255,ARS,5694.18,29198.34,3503.8,5395.85,36784.57,194,03:14:39
296,143,2,delivered,164,06:08:07,,220,ARS,0.0,137039.46,0.0,28778.29,165817.75,164,06:08:07
297,10,,delivered,191,10:36:38,,15,ARS,0.0,239732.85,4794.66,49337.02,284275.21,191,10:36:38
298,26,1,delivered,193,19:11:59,,40,ARS,0.0,328660.23,15207.16,65825.14,379278.21,193,19:11:59
299,13,9,paid,197,19:34:45,20,19,ARS,0.0,303223.83,30322.38,57309.3,330210.75,197,19:34:45
300,26,12,delivered,180,11:39:43,,40,ARS,0.0,111832.38,2236.65,23015.1,132610.84,180,11:39:43
301,105,,shipped,204,13:43:51,164,163,ARS,0.0,546391.99,45050.06,105281.81,606623.74,204,13:43:51
302,217,10,paid,218,01:17:58,339,338,ARS,0.0,326635.63,27977.32,62718.25,361376.56,218,01:17:58
303,197,5,delivered,192,01:35:35,305,304,ARS,0.0,165913.98,8295.7,33099.84,190718.12,192,01:35:35
304,176,3,shipped,220,00:38:08,,270,ARS,0.0,377836.8,11377.24,76956.51,443416.07,220,00:38:08
305,236,,shipped,198,08:08:59,372,371,ARS,0.0,121476.66,13805.22,22611.0,130282.44,198,08:08:59
306,84,11,pending,219,07:29:49,,127,ARS,0.0,105086.49,9179.56,20140.45,116047.38,219,07:29:49
307,96,7,paid,170,17:07:14,149,148,ARS,0.0,340154.19,23810.79,66432.11,382775.51,170,17:07:14
308,142,4,delivered,218,15:43:14,,219,ARS,0.0,124691.97,12726.39,23512.77,135478.35,218,15:43:14
309,85,1,paid,197,07:23:28,129,128,ARS,0.0,669812.74,22426.73,135951.06,783337.07,197,07:23:28
310,231,,paid,167,19:22:50,365,364,ARS,0.0,872254.53,48654.69,172955.97,996555.81,167,19:22:50
311,239,11,shipped,175,16:17:12,,376,ARS,0.0,286117.83,28611.78,54076.27,311582.32,175,16:17:12
312,229,10,canceled,198,09:12:03,361,360,ARS,0.0,100623.72,8897.92,19262.42,110988.22,198,09:12:03
313,68,11,canceled,195,01:28:22,,107,ARS,0.0,798389.73,0.0,167661.84,966051.57,195,01:28:22
314,98,11,created,238,09:50:26,,152,ARS,0.0,618887.52,40640.69,121431.83,699678.66,238,09:50:26
315,207,9,delivered,166,00:50:15,323,322,ARS,0.0,245381.58,0.0,51530.13,296911.71,166,00:50:15
316,24,1,created,239,08:29:09,37,36,ARS,0.0,393071.04,6480.1,81184.1,467775.04,239,08:29:09
317,155,5,shipped,238,21:32:49,,236,ARS,37.88,12859.59,1285.96,2430.46,14041.97,238,21:32:49
318,136,,delivered,239,09:09:46,210,209,ARS,0.0,457706.45,21312.31,91642.77,528036.91,239,09:09:46
319,11,9,shipped,211,11:48:35,,16,ARS,0.0,473388.67,31459.74,92805.07,534734.0,211,11:48:35
320,111,,delivered,172,17:44:36,,172,ARS,0.0,98655.92,0.0,20717.74,119373.66,172,17:44:36
321,249,,pending,209,13:28:17,392,391,ARS,0.0,861921.48,68945.56,166524.94,959500.87,209,13:28:17
322,249,4,delivered,230,08:37:46,392,391,ARS,0.0,400221.85,31438.65,77444.47,446227.67,230,08:37:46
323,212,10,shipped,186,11:39:07,,330,ARS,0.0,894481.9,64373.71,174322.72,1004430.91,186,11:39:07
324,195,7,pending,187,16:36:01,,301,ARS,0.0,816902.66,42315.65,162663.27,937250.28,187,16:36:01
325,97,1,shipped,234,11:47:32,151,150,ARS,0.0,1249658.86,73718.87,246947.4,1422887.39,234,11:47:32
326,209,4,shipped,166,09:29:37,326,325,ARS,0.0,170399.54,5537.88,34620.95,199482.6,166,09:29:37
327,150,11,created,241,02:56:07,,230,ARS,0.0,169849.56,16649.91,32171.93,185371.57,241,02:56:07
328,41,6,delivered,184,12:10:41,63,62,ARS,0.0,677419.28,38689.08,134133.34,772863.54,184,12:10:41
329,131,2,paid,179,06:35:13,,200,ARS,0.0,444903.58,42676.94,84467.59,486694.23,179,06:35:13
330,20,,delivered,155,22:32:49,,30,ARS,0.0,73927.78,0.0,15524.83,89452.61,155,22:32:49
331,191,,delivered,212,06:21:22,,295,ARS,0.0,121085.91,14530.31,22376.68,128932.28,212,06:21:22
332,185,,paid,186,00:53:19,285,284,ARS,0.0,490388.85,43840.87,93775.08,540323.06,186,00:53:19
333,74,8,pending,199,16:36:42,115,114,ARS,0.0,362246.17,23423.66,71152.73,409975.23,199,16:36:42
334,209,12,delivered,204,13:07:09,326,325,ARS,0.0,681790.68,48136.14,133067.45,766722.0,204,13:07:09
335,190,4,delivered,194,17:48:37,294,293,ARS,0.0,361358.85,18067.94,72091.09,415382.0,194,17:48:37
336,62,12,paid,178,19:43:56,97,96,ARS,0.0,146549.87,0.0,30775.47,177325.34,178,19:43:56
337,65,12,canceled,206,13:01:00,102,101,ARS,0.0,449896.75,40450.44,85983.72,495430.03,206,13:01:00
338,126,,shipped,196,01:07:48,193,192,ARS,0.0,724263.57,69314.44,137539.32,792488.44,196,01:07:48
339,25,2,delivered,227,01:01:40,39,38,ARS,0.0,920214.71,66074.26,179369.49,1033509.94,227,01:01:40
340,88,,paid,208,04:13:36,135,134,ARS,4442.14,45854.66,917.09,9436.89,58816.6,208,04:13:36
341,135,7,shipped,165,15:14:29,208,207,ARS,0.0,1066922.31,57972.85,211879.39,1220828.85,165,15:14:29
342,192,,created,159,18:34:32,,296,ARS,0.0,363257.73,43590.93,67130.03,386796.83,159,18:34:32
343,221,10,delivered,176,17:17:07,347,346,ARS,0.0,553777.19,11731.23,113829.65,655875.62,176,17:17:07
344,123,12,shipped,233,05:43:35,,187,ARS,0.0,184924.02,14217.93,35848.28,206554.37,233,05:43:35
345,144,6,shipped,163,17:49:42,,221,ARS,0.0,566364.87,45879.19,109301.99,629787.67,163,17:49:42
346,183,9,paid,211,21:10:51,282,281,ARS,0.0,817133.34,59994.0,158999.26,916138.6,211,21:10:51
347,63,,shipped,186,20:41:13,,98,ARS,0.0,538973.52,9180.42,111256.55,641049.65,186,20:41:13
348,138,7,pending,164,15:24:38,214,213,ARS,0.0,463887.96,37248.41,89594.3,516233.85,164,15:24:38
349,159,,delivered,197,08:36:20,242,241,ARS,0.0,194162.6,7825.5,39130.79,225467.89,197,08:36:20
350,60,2,delivered,204,16:10:13,,93,ARS,0.0,513828.22,47586.74,97910.71,564152.19,204,16:10:13
351,240,,shipped,160,16:27:56,,377,ARS,0.0,81001.26,4050.06,16159.75,93110.95,160,16:27:56
352,195,5,pending,172,03:21:48,,301,ARS,0.0,62949.67,6294.97,11897.49,68552.19,172,03:21:48
353,72,5,paid,191,06:04:00,,112,ARS,0.0,84450.9,8445.09,15961.22,91967.03,191,06:04:00
354,61,,delivered,177,21:56:28,95,94,ARS,0.0,131225.19,6561.26,26179.43,150843.36,177,21:56:28
355,119,6,shipped,242,04:00:01,,182,ARS,0.0,547595.93,51034.75,104277.85,600839.03,242,04:00:01
356,30,12,paid,190,13:36:11,,47,ARS,0.0,144859.86,2897.2,29812.16,171774.82,190,13:36:11
357,167,8,paid,170,00:35:46,,255,ARS,0.0,143601.58,13072.41,27411.13,157940.3,170,00:35:46
358,243,6,delivered,164,10:45:21,383,382,ARS,0.0,262093.59,17073.3,51454.26,296474.55,164,10:45:21
359,160,,paid,158,18:49:23,244,243,ARS,0.0,83195.66,5823.7,16248.11,93620.08,158,18:49:23
360,183,10,delivered,233,09:43:30,282,281,ARS,0.0,178029.06,5825.31,36162.79,208366.54,233,09:43:30
361,208,,shipped,199,17:04:23,,324,ARS,0.0,804323.43,56225.49,157100.57,905198.5,199,17:04:23
362,232,,delivered,241,19:44:28,,366,ARS,0.0,495841.93,31924.55,97422.65,561340.03,241,19:44:28
363,206,4,paid,228,11:54:39,,321,ARS,0.0,853204.85,26457.06,173617.04,1000364.83,228,11:54:39
364,216,9,delivered,241,13:00:25,337,336,ARS,0.0,124161.38,6208.07,24770.2,142723.51,241,13:00:25
365,101,9,delivered,240,17:12:32,157,156,ARS,0.0,807915.02,42189.77,160802.3,926527.55,240,17:12:32
366,151,8,delivered,178,17:13:46,,231,ARS,1148.93,22495.1,1574.66,4393.29,26462.67,178,17:13:46
367,125,7,pending,169,08:44:20,191,190,ARS,0.0,601015.52,24300.87,121110.08,697824.73,169,08:44:20
368,169,9,shipped,219,21:29:56,258,257,ARS,0.0,518953.65,21572.98,104449.94,601830.61,219,21:29:56
369,172,9,paid,152,19:19:25,263,262,ARS,0.0,216459.44,8691.3,43631.31,251399.45,152,19:19:25
370,197,3,shipped,226,07:46:12,305,304,ARS,0.0,587329.07,48128.18,113232.19,652433.07,226,07:46:12
371,40,1,delivered,152,08:43:18,,61,ARS,4589.4,39001.57,0.0,8190.33,51781.3,152,08:43:18
372,134,4,shipped,232,12:47:36,206,205,ARS,0.0,227638.12,15934.67,44457.72,256161.18,232,12:47:36
373,49,,shipped,154,13:33:49,74,73,ARS,0.0,364180.57,1328.9,76198.85,439050.53,154,13:33:49
374,67,10,canceled,187,12:22:36,106,105,ARS,0.0,200774.66,6469.66,40804.05,235109.05,187,12:22:36
375,154,,paid,164,09:37:09,,235,ARS,0.0,231594.81,9826.75,46571.29,268339.36,164,09:37:09
376,240,,delivered,236,10:49:59,,377,ARS,5513.03,9732.78,486.64,1941.69,16700.86,236,10:49:59
377,121,4,delivered,168,06:09:59,,185,ARS,0.0,261717.44,28556.45,48963.81,282124.8,168,06:09:59
378,49,,delivered,225,06:42:44,74,73,ARS,0.0,71035.34,8524.24,13127.33,75638.43,225,06:42:44
379,97,9,shipped,177,23:07:17,151,150,ARS,0.0,551481.99,58349.57,103557.81,596690.23,177,23:07:17
380,117,7,paid,180,16:21:36,180,179,ARS,0.0,250247.01,17517.29,48873.24,281602.96,180,16:21:36
381,99,6,canceled,222,18:33:27,154,153,ARS,0.0,578464.83,45875.27,111843.81,644433.37,222,18:33:27
382,192,10,created,224,03:54:00,,296,ARS,0.0,384461.39,37509.35,72859.93,419811.97,224,03:54:00
383,136,3,pending,154,11:55:09,210,209,ARS,0.0,581000.04,22972.35,117185.82,675213.51,154,11:55:09
384,216,8,pending,212,22:44:30,337,336,ARS,0.0,211462.4,9542.16,42403.25,244323.49,212,22:44:30
385,246,1,delivered,165,20:34:36,,387,ARS,0.0,280734.18,7828.27,57310.24,330216.16,165,20:34:36
386,203,5,created,240,10:05:17,,316,ARS,0.0,292656.3,384.34,61377.11,353649.07,240,10:05:17
387,240,7,delivered,223,05:58:54,,377,ARS,128.17,45882.0,4588.2,8671.7,50093.67,223,05:58:54
388,2,,paid,220,06:22:30,,3,ARS,0.0,449929.02,12432.44,91874.28,529370.86,220,06:22:30
389,85,11,paid,228,19:24:01,129,128,ARS,0.0,113165.48,3034.89,23127.42,133258.02,228,19:24:01
390,120,2,delivered,166,04:36:57,184,183,ARS,0.0,197894.16,23747.3,36570.84,210717.7,166,04:36:57
391,35,6,created,214,07:28:29,,54,ARS,0.0,527747.16,30816.38,104355.46,601286.24,214,07:28:29
392,21,9,shipped,239,10:03:36,32,31,ARS,0.0,167041.48,4192.03,34198.38,197047.83,239,10:03:36
393,193,7,paid,162,19:52:15,298,297,ARS,0.0,281503.93,21914.24,54513.83,314103.52,162,19:52:15
394,120,1,created,158,00:06:06,184,183,ARS,0.0,395472.02,30098.96,76728.34,442101.4,158,00:06:06
395,59,9,paid,158,13:19:59,92,91,ARS,0.0,869206.02,79468.63,165844.85,955582.24,158,13:19:59
396,159,7,delivered,154,22:44:01,242,241,ARS,0.0,255388.1,0.0,53631.5,309019.6,154,22:44:01
397,17,4,delivered,231,10:44:46,25,24,ARS,0.0,412265.35,35573.92,79105.2,455796.63,231,10:44:46
398,95,7,shipped,175,10:41:53,147,146,ARS,0.0,310203.67,13046.28,62403.05,359560.44,175,10:41:53
399,53,6,paid,197,07:04:31,81,80,ARS,0.0,739301.85,8544.03,153459.14,884216.96,197,07:04:31
400,13,,paid,163,22:58:09,20,19,ARS,0.0,160693.88,4089.83,32886.85,189490.9,163,22:58:09
